contamination,avg_f1,avg_precision,avg_recall,avg_anomaly_rate,series_count
0.005,0.036162698340848516,0.018683326230299953,1.0,0.15575784801112347,8
0.01,0.036162698340848516,0.018683326230299953,1.0,0.15575784801112347,8
0.02,0.036162698340848516,0.018683326230299953,1.0,0.15575784801112347,8
0.05,0.036162698340848516,0.018683326230299953,1.0,0.15575784801112347,8
